ID,Name,Gender,Age,Education,City,JoiningYear,Department,PaymentTier,Salary
13037,Blake Ingram,Male,33,Bachelors,Columbus,2013,Marketing,3,101900
13038,Kiara Romero,Female,39,Bachelors,Denver,2014,Procurement & Supply Chain,3,115400
13039,Thomas Wilcox,Male,39,Bachelors,Philadelphia,2013,Finance & Accounting,3,113100
13040,Marie Grimes,Female,33,Bachelors,Philadelphia,2014,R&D,3,98400
13041,Delia Lane,Female,32,Bachelors,Austin,2017,Procurement & Supply Chain,3,112100
13042,Audrey Mcmahon,Female,35,Bachelors,Phoenix,2014,Legal,3,119300
13043,Gerald Clark,Male,36,Bachelors,Phoenix,2014,Procurement & Supply Chain,3,111600
13044,Emiliano Hale,Male,39,Bachelors,Houston,2018,Legal,2,92600
13045,Sadie Roy,Female,37,Bachelors,San Diego,2013,Finance & Accounting,3,112200
13046,Naomi Mcdowell,Female,35,Masters,Phoenix,2017,R&D,2,83400
13047,Matthew Cordova,Male,36,Bachelors,Chicago,2017,Operations,3,115900
13048,Callum Glass,Male,41,Masters,Seattle,2013,R&D,3,111800
13049,Brielle Reeves,Female,33,Bachelors,Boston,2017,Procurement & Supply Chain,3,100800
13050,Adaline Reilly,Female,38,Bachelors,Austin,2018,Legal,3,109700
13051,Damian Miles,Male,34,Bachelors,Houston,2015,Operations,3,114500
13052,Connor Flores,Male,34,Bachelors,Charlotte,2012,Procurement & Supply Chain,3,107000
13053,Kimberly Gray,Female,35,Bachelors,Fort Worth,2015,Legal,3,119000
13054,Donna Raymond,Female,39,Bachelors,Phoenix,2012,Marketing,3,102700
13055,Penelope Hubbard,Female,41,Bachelors,Philadelphia,2012,Customer Service,3,102000
13056,Camila Ludwig,Female,34,Bachelors,"Washington, D.C.",2018,Sales,3,101300
13057,Lara Davis,Others,35,Masters,Chicago,2015,Marketing,2,78800
13058,Matthew Acosta,Male,33,Bachelors,"Washington, D.C.",2012,R&D,3,116900
13059,Derek Barker,Male,39,Bachelors,Dallas,2015,IT,3,102000
13060,Molly Holloway,Female,35,Masters,Indianapolis,2017,R&D,2,78500
13061,Maya Abbott,Female,31,Bachelors,Columbus,2017,Procurement & Supply Chain,2,71000
13062,Corey Stewart,Male,34,Bachelors,Boston,2016,R&D,3,118800
13063,Simone Larson,Female,40,Bachelors,Charlotte,2013,Legal,3,116300
13064,Mae Salinas,Female,31,Bachelors,Phoenix,2016,IT,3,104100
13065,Albert Gibbs,Others,33,Bachelors,San Jose,2016,Customer Service,3,116900
13066,Anne Noble,Female,32,Bachelors,Los Angeles,2013,Customer Service,3,119000
13067,Jillian Donaldson,Female,31,Masters,San Jose,2017,Operations,2,74300
13068,Wesley Adams,Male,39,Bachelors,Chicago,2014,Legal,3,107400
13069,Drew Sweet,Male,33,Bachelors,Indianapolis,2016,IT,3,112000
13070,Amber Schneider,Female,40,Bachelors,Phoenix,2014,Customer Service,3,100800
13071,Flora Pratt,Female,39,Bachelors,Indianapolis,2016,Finance & Accounting,3,116900
13072,Juliet Keith,Female,35,Bachelors,San Antonio,2017,Finance & Accounting,3,113900
13073,Jasmine Abbott,Female,32,Bachelors,Houston,2017,Operations,3,101800
13074,Ariana Gibson,Female,34,Bachelors,Chicago,2015,Customer Service,2,86000
13075,Adam Webster,Male,40,Bachelors,Philadelphia,2017,Customer Service,3,101600
13076,Veronica Hardy,Female,33,Masters,Charlotte,2017,Procurement & Supply Chain,3,113500
13077,Gabriel Torres,Male,36,Bachelors,San Antonio,2015,Finance & Accounting,2,80600
13078,Mary Petty,Female,39,Masters,Seattle,2018,Legal,3,111700
13079,Gabriel Young,Male,37,Bachelors,Houston,2012,Finance & Accounting,3,115400
13080,Victoria Briggs,Female,36,Bachelors,Boston,2018,Sales,3,116900
13081,Leonard Graves,Male,39,Bachelors,Charlotte,2017,Legal,2,74100
13082,Shannon Atwood,Female,35,Bachelors,New York City,2015,Sales,2,93000
13083,Beau Hanson,Male,41,Masters,San Jose,2018,Customer Service,3,103700
13084,Harrison Holt,Male,31,Bachelors,Seattle,2012,R&D,3,119800
13085,Nathan Craig,Male,36,Bachelors,Houston,2015,IT,2,77200
13086,Walter Mueller,Male,32,Bachelors,San Diego,2016,Customer Service,3,116700
13087,Layla Foster,Female,37,Bachelors,Boston,2017,Customer Service,3,100900
13088,Conrad Robbins,Male,39,Bachelors,San Jose,2015,Customer Service,2,93000
13089,Lydia Shaw,Female,34,Bachelors,New York City,2012,IT,3,112400
13090,Yvette Chase,Female,35,Bachelors,Fort Worth,2012,IT,3,115800
13091,Asher Hunter,Male,40,Bachelors,Fort Worth,2015,Legal,3,113000
13092,Mina Holden,Female,39,Bachelors,Houston,2016,Legal,3,101300
13093,Priya Smith,Female,39,Bachelors,Indianapolis,2017,Operations,3,116300
13094,Harper Shepherd,Female,41,Bachelors,Phoenix,2015,Legal,3,106200
13095,Brady Hawkins,Male,40,Bachelors,"Washington, D.C.",2012,Customer Service,3,119100
13096,Ember Sinclair,Female,36,Bachelors,San Antonio,2012,Marketing,1,54900
13097,Kevin Peck,Male,33,Bachelors,Phoenix,2017,Customer Service,2,93300
13098,Rowan Kendall,Female,33,Masters,Fort Worth,2014,HR,3,115900
13099,Patricia Kelley,Female,40,Masters,New York City,2018,R&D,3,101500
13100,Keegan Moran,Others,34,Bachelors,Dallas,2015,Finance & Accounting,2,74000
13101,Lyla Watkins,Others,33,Bachelors,Jacksonville,2014,Sales,3,113200
13102,Athena Bradley,Female,34,Masters,Charlotte,2015,Procurement & Supply Chain,1,57400
13103,Gia Cohen,Female,40,Masters,Los Angeles,2017,Operations,1,68000
13104,Roman Mckee,Male,32,Bachelors,New York City,2014,Marketing,3,117500
13105,Lucia Beasley,Female,38,Bachelors,Phoenix,2017,Customer Service,3,113700
13106,Lyla Gill,Others,38,Bachelors,Dallas,2015,IT,3,103700
13107,Tara Egan,Female,32,Bachelors,"Washington, D.C.",2015,Finance & Accounting,3,101400
13108,Paige Stevenson,Female,31,Bachelors,New York City,2013,Legal,3,104800
13109,Dora Gray,Female,39,Bachelors,Charlotte,2015,Operations,3,113000
13110,Teagan Martinez,Female,41,Masters,Boston,2017,IT,2,78500
13111,Emily Brady,Female,35,Bachelors,Seattle,2015,IT,2,81500
13112,Rosa Blake,Others,39,Bachelors,Phoenix,2016,Operations,3,104000
13113,Valerie Herrera,Female,40,Bachelors,San Diego,2014,Finance & Accounting,3,118400
13114,Matilda White,Female,41,Bachelors,"Washington, D.C.",2016,Marketing,3,112400
13115,Sage Chavez,Male,34,Masters,Austin,2015,Customer Service,2,85900
13116,Kody Shaffer,Male,37,Bachelors,Fort Worth,2016,Operations,2,81600
13117,Jessica Barker,Female,36,Bachelors,Jacksonville,2017,IT,2,80700
13118,Daphne Flynn,Female,37,Bachelors,Los Angeles,2015,Customer Service,3,106000
13119,Colin Wilson,Male,40,Masters,Houston,2015,Legal,1,54200
13120,Andrea Molina,Female,39,Bachelors,Denver,2018,IT,3,106600
13121,Sam Bolton,Male,36,Bachelors,Jacksonville,2017,Legal,2,70100
13122,Mallory Graves,Female,32,Bachelors,"Washington, D.C.",2015,IT,2,88800
13123,Kevin Bernard,Male,31,PHD,Charlotte,2015,HR,3,98400
13124,Wade Bernard,Male,31,Bachelors,Denver,2012,Operations,3,105900
13125,Talia Singleton,Female,36,Bachelors,Houston,2013,IT,3,118500
13126,Erin Mcpherson,Female,35,Bachelors,Houston,2014,Finance & Accounting,3,105100
13127,Neha Sexton,Female,33,Masters,San Diego,2013,Procurement & Supply Chain,2,96200
13128,Paige Farmer,Female,39,Bachelors,Fort Worth,2014,Customer Service,3,105300
13129,Alana Dickerson,Female,35,Bachelors,Charlotte,2015,IT,3,111000
13130,Austin Black,Others,38,Bachelors,Austin,2013,R&D,3,117300
13131,Nadia Preston,Female,39,Masters,Indianapolis,2017,R&D,3,116300
13132,Bodhi Pope,Others,41,Bachelors,Jacksonville,2012,HR,3,99600
13133,Gabriela Strickland,Female,35,Bachelors,"Washington, D.C.",2014,HR,2,74600
13134,Avery Sherman,Male,31,Bachelors,Houston,2016,IT,3,98100
13135,Gabriel Reeves,Male,32,Bachelors,"Washington, D.C.",2017,Customer Service,2,93600
13136,Ellie Charles,Female,34,Bachelors,"Washington, D.C.",2016,R&D,3,103200
13137,Arielle Francis,Others,34,Bachelors,Philadelphia,2014,Procurement & Supply Chain,3,98200
13138,Asher Lambert,Male,36,Masters,Denver,2014,Legal,3,100900
13139,Sadie Sterling,Female,41,Masters,Seattle,2017,IT,2,77600
13140,Siena Dejesus,Others,39,Masters,Chicago,2017,Customer Service,2,97400
13141,Emery Aguilar,Others,38,Masters,San Antonio,2017,IT,2,71900
13142,Kaia Lucas,Others,37,Bachelors,Seattle,2012,HR,3,102700
13143,Jasmine Spencer,Female,38,Bachelors,San Jose,2015,Procurement & Supply Chain,3,108500
13144,Nicholas Kelly,Male,37,Bachelors,Houston,2014,R&D,3,100500
13145,Hugo Preston,Male,34,Bachelors,San Diego,2017,Marketing,3,98900
13146,Camille Sweet,Female,39,Bachelors,"Washington, D.C.",2014,HR,1,44300
13147,Grayson Torres,Male,38,Masters,Houston,2017,Customer Service,2,79000
13148,Hannah Baldwin,Female,33,Masters,Jacksonville,2017,IT,3,102200
13149,Magnolia Hawkins,Others,33,Bachelors,San Jose,2012,Procurement & Supply Chain,3,112200
13150,Maeve Vines,Female,34,Bachelors,Denver,2012,Marketing,3,102900
13151,Gerald Figueroa,Male,32,Bachelors,Austin,2016,Customer Service,2,81300
13152,Sutton Rice,Others,33,Bachelors,San Jose,2012,Sales,3,105000
13153,Inaya Salas,Others,37,Masters,Dallas,2013,Marketing,3,109500
13154,Walker Hardy,Male,37,Masters,New York City,2015,HR,3,118400
13155,Elliott Hardy,Male,37,Bachelors,San Jose,2013,Procurement & Supply Chain,3,111100
13156,Henry Coleman,Male,40,Bachelors,Houston,2017,Legal,3,104000
13157,Paige Berger,Female,32,Masters,Boston,2016,Customer Service,3,98400
13158,Miranda Stevenson,Female,36,Bachelors,Dallas,2016,Marketing,3,111700
13159,Whitney Kendall,Female,36,Bachelors,Los Angeles,2014,Marketing,3,116400
13160,Derek Weeks,Male,36,Bachelors,Chicago,2014,IT,3,115500
13161,Arjun Hampton,Others,31,Masters,Denver,2017,Operations,3,101400
13162,Steve Mullins,Others,38,Bachelors,Chicago,2015,HR,3,112000
13163,Cassandra Bright,Female,38,Masters,Austin,2017,Customer Service,3,110700
13164,Athena Fuller,Female,39,Bachelors,Boston,2012,HR,3,104300
13165,Coraline Vega,Others,37,Bachelors,"Washington, D.C.",2014,HR,1,68200
13166,Jake Callahan,Male,36,Bachelors,Philadelphia,2015,Marketing,2,95400
13167,Chris Sargent,Male,35,Bachelors,San Jose,2013,Customer Service,3,99100
13168,Mia Coleman,Female,40,Bachelors,Indianapolis,2013,R&D,3,115200
13169,Jeremy Barron,Male,40,Bachelors,Chicago,2014,Finance & Accounting,3,105200
13170,Mariana Sweet,Female,35,Bachelors,Fort Worth,2017,Procurement & Supply Chain,3,112900
13171,Miles Meadows,Male,41,Bachelors,Indianapolis,2012,HR,3,104600
13172,Alicia Gilbert,Female,32,Bachelors,Indianapolis,2015,Finance & Accounting,3,102200
13173,Louis Archer,Male,41,Bachelors,Charlotte,2013,HR,3,106000
13174,Dorian Foster,Male,40,Bachelors,San Jose,2016,Finance & Accounting,3,105600
13175,Elias Barrett,Male,40,Bachelors,Boston,2017,HR,3,115700
13176,Eric Gould,Male,34,Bachelors,Boston,2017,Sales,3,117500
13177,Clark Livingston,Male,36,Masters,Philadelphia,2017,Customer Service,2,74200
13178,William Kirk,Male,33,Bachelors,Jacksonville,2017,Finance & Accounting,3,103200
13179,Conrad Kelly,Male,41,Bachelors,Chicago,2014,Procurement & Supply Chain,3,113400
13180,Amelie Bennett,Others,40,Bachelors,Los Angeles,2014,Finance & Accounting,3,103600
13181,Emily Tyson,Female,31,Bachelors,Los Angeles,2016,Marketing,3,118100
13182,Jack Harvey,Male,32,Masters,Boston,2015,Operations,3,105000
13183,Juliana Henderson,Female,34,Bachelors,Dallas,2017,Sales,3,117800
13184,Brady Osborn,Male,32,Bachelors,Dallas,2016,Procurement & Supply Chain,3,119800
13185,Mila Gonzales,Female,32,Bachelors,Chicago,2013,R&D,3,104800
13186,Blair May,Male,38,Bachelors,Phoenix,2014,IT,3,106700
13187,Kennedy Vincent,Female,32,Masters,New York City,2017,Customer Service,3,116700
13188,Atlas Collier,Others,40,Bachelors,New York City,2015,Finance & Accounting,3,110400
13189,Wade Richardson,Male,38,Bachelors,Denver,2017,Customer Service,1,62000
13190,Erin Pope,Female,37,Bachelors,San Antonio,2017,Operations,3,107300
13191,Miles Morgan,Male,31,PHD,Denver,2014,Customer Service,3,106800
13192,Casey Glenn,Male,34,Bachelors,Charlotte,2014,IT,3,110200
13193,Gia Little,Female,34,Masters,Seattle,2017,Procurement & Supply Chain,2,81700
13194,Kevin Levy,Male,37,Bachelors,New York City,2013,R&D,2,79800
13195,Peter Colon,Male,31,Masters,New York City,2017,IT,2,87000
13196,Peyton Solis,Others,35,Bachelors,Indianapolis,2017,IT,3,115500
13197,Zachary Norton,Male,34,PHD,Austin,2015,Operations,3,113700
13198,Holly Hebert,Others,32,Bachelors,San Antonio,2012,Operations,1,63200
13199,Osiris Grimes,Others,31,Bachelors,San Jose,2017,R&D,3,115000
13200,Raphael Cohen,Male,36,Bachelors,Denver,2015,Finance & Accounting,3,99300
13201,Miriam Love,Female,38,Masters,Columbus,2017,Customer Service,3,110900
13202,Louis Schultz,Male,34,Bachelors,San Antonio,2015,IT,3,103700
13203,Aditya Cohen,Others,39,Bachelors,San Antonio,2013,R&D,1,61600
13204,Mae Holmes,Female,35,PHD,"Washington, D.C.",2013,R&D,3,103900
13205,Dakota Shepherd,Female,33,Masters,Dallas,2015,Legal,2,75700
13206,Logan Norton,Male,35,Masters,Dallas,2014,Operations,3,113400
13207,Kamila Hays,Others,40,Masters,Columbus,2015,HR,3,102100
13208,Joy Hanson,Female,32,Bachelors,Denver,2015,Finance & Accounting,2,73500
13209,Alanzo Becker,Others,38,Bachelors,New York City,2013,Customer Service,3,109400
13210,Melissa Vaughan,Female,32,Bachelors,New York City,2012,Legal,3,117300
13211,Nathaniel Waters,Male,36,Bachelors,Phoenix,2018,Sales,3,114100
13212,Caleb Koch,Male,35,Bachelors,Boston,2012,Sales,3,104000
13213,Jake Acosta,Male,37,Bachelors,Austin,2013,HR,3,114500
13214,Bradley Crane,Male,35,Bachelors,Seattle,2015,Sales,2,94700
13215,Adaline Carson,Female,37,Masters,Dallas,2017,IT,2,92400
13216,Cassandra Hutchinson,Female,39,Masters,Dallas,2017,Operations,2,72700
13217,Samantha Mccoy,Female,40,Masters,Chicago,2014,R&D,3,112600
13218,Alanzo Irwin,Others,41,Bachelors,Seattle,2012,Finance & Accounting,2,76900
13219,Yasmine Humphrey,Female,41,Bachelors,Denver,2018,HR,3,106900
13220,Julia Lang,Female,39,Masters,Charlotte,2017,Legal,2,82000
13221,Layla Shaffer,Female,38,Bachelors,Dallas,2012,R&D,3,120000
13222,Alice Bond,Female,33,Bachelors,San Jose,2013,R&D,3,103100
13223,Winnie Hart,Female,36,Bachelors,Fort Worth,2014,Sales,3,116300
13224,Ava Bentley,Female,41,Bachelors,Seattle,2017,Procurement & Supply Chain,3,119700
13225,Atlas Leonard,Others,40,PHD,Los Angeles,2012,HR,3,111500
13226,Hope Harris,Female,31,Bachelors,Dallas,2013,Legal,3,118300
13227,Douglas Tyler,Male,33,Bachelors,San Diego,2012,R&D,3,119600
13228,Nina House,Female,39,Bachelors,Houston,2015,Customer Service,3,114500
13229,Gideon Brock,Male,33,Masters,Chicago,2014,Customer Service,2,77600
13230,Elise Santiago,Female,35,Bachelors,Boston,2015,Finance & Accounting,3,110100
13231,Conrad Durham,Male,38,Masters,Fort Worth,2012,Marketing,3,99700
13232,Mila Zimmerman,Female,36,Bachelors,Dallas,2016,Legal,3,111800
13233,Joseph Walker,Male,36,Bachelors,Los Angeles,2014,Operations,2,94800
13234,Paige Summers,Female,35,Bachelors,New York City,2015,Finance & Accounting,1,58500
13235,Dorothy Campbell,Female,34,Bachelors,Charlotte,2017,Procurement & Supply Chain,2,97500
13236,Camille Velasquez,Female,41,Bachelors,Los Angeles,2015,R&D,2,79800
13237,Louis Wilkinson,Male,32,Bachelors,Houston,2016,Procurement & Supply Chain,3,100500
13238,Xander Hanna,Others,41,Bachelors,Denver,2017,HR,2,86000
13239,Evelyn Lamb,Female,36,Bachelors,Boston,2016,HR,3,107500
13240,Phoebe Walker,Female,39,Bachelors,New York City,2017,Marketing,2,70900
13241,Jeremy Copeland,Male,38,Bachelors,Boston,2015,Finance & Accounting,3,114600
13242,Molly Ali,Female,34,Bachelors,Chicago,2014,R&D,3,102100
13243,Sasha Cantrell,Female,39,Bachelors,San Antonio,2012,Finance & Accounting,3,101400
13244,Cara Farrell,Others,36,Bachelors,New York City,2017,HR,3,103000
13245,Simone Vaughn,Female,35,Bachelors,Phoenix,2014,Marketing,3,106700
13246,Miles Kendall,Male,31,Masters,Houston,2018,Procurement & Supply Chain,3,104700
13247,Owen Mcconnell,Male,41,Bachelors,Houston,2012,Operations,3,101700
13248,Lauren Carroll,Female,35,Bachelors,Denver,2017,Sales,3,114300
13249,Knox Joyner,Others,40,Bachelors,Charlotte,2015,Legal,1,55900
13250,Adriana Hale,Female,33,Bachelors,Philadelphia,2018,IT,3,100000
13251,Lyla Hendrix,Others,37,Bachelors,Phoenix,2016,Customer Service,3,103100
13252,Veronica Atkinson,Female,36,PHD,San Antonio,2018,IT,3,100400
13253,Paisley Wyatt,Female,40,Bachelors,Dallas,2012,R&D,3,109100
13254,Maria Watts,Female,36,Bachelors,Philadelphia,2017,Finance & Accounting,2,97900
13255,Alba Chase,Others,38,Masters,New York City,2015,Marketing,3,112000
13256,Jenna Denton,Female,31,Bachelors,Seattle,2014,Marketing,2,72400
13257,Gabriel Clark,Male,40,Bachelors,Philadelphia,2016,IT,3,113100
13258,Bodhi Pollard,Others,37,Bachelors,Jacksonville,2017,HR,3,100100
13259,Paul Madden,Male,38,Bachelors,Los Angeles,2015,HR,3,114400
13260,Alina Madden,Female,35,Masters,Dallas,2017,Marketing,2,89600
13261,Ezra Wolf,Male,35,PHD,Boston,2018,R&D,3,119900
13262,Grant Macdonald,Male,38,Bachelors,San Diego,2012,Procurement & Supply Chain,3,106200
13263,Josie Rivera,Female,31,Bachelors,Columbus,2012,Sales,3,119800
13264,Nina Everett,Female,33,Masters,Dallas,2016,R&D,3,101100
13265,Donna Pena,Female,32,Bachelors,Fort Worth,2013,R&D,2,95100
13266,Jessica Hubbard,Female,39,Bachelors,Philadelphia,2017,R&D,1,48800
13267,Toby Snider,Male,35,Bachelors,Philadelphia,2018,IT,3,109600
13268,Nathaniel Rodgers,Male,38,Bachelors,Fort Worth,2014,Marketing,3,100100
13269,Aurora Travis,Female,32,Bachelors,Philadelphia,2015,HR,3,110900
13270,Faith Floyd,Female,34,Bachelors,Dallas,2017,IT,3,101500
13271,Whitney Fisher,Female,41,Bachelors,"Washington, D.C.",2017,Operations,3,119300
13272,Sarah Gonzalez,Female,40,Masters,Jacksonville,2012,Procurement & Supply Chain,3,119400
13273,Mark Brennan,Male,32,Bachelors,Chicago,2012,Finance & Accounting,2,89500
13274,Genevieve Schaefer,Female,35,Bachelors,Denver,2013,IT,3,110600
13275,Grace Hunter,Female,36,PHD,New York City,2013,Marketing,1,49100
13276,Maddie Gay,Others,40,Bachelors,Austin,2013,Procurement & Supply Chain,3,98200
13277,Kaden Wilcox,Male,35,Bachelors,Jacksonville,2018,R&D,2,95700
13278,Edith Moses,Female,37,Masters,San Antonio,2017,HR,2,90500
13279,Teresa Mendoza,Female,34,Bachelors,Los Angeles,2017,R&D,3,107500
13280,Dorothy Young,Female,36,Bachelors,Houston,2012,Operations,3,105900
13281,Kylie Wolfe,Female,37,Bachelors,San Diego,2015,R&D,3,112400
13282,Yosef Kemp,Others,39,Bachelors,Phoenix,2014,Customer Service,3,118600
13283,Priya Chandler,Female,39,Bachelors,Charlotte,2017,R&D,2,93600
13284,Chloe Fletcher,Female,38,Masters,San Antonio,2018,HR,3,100500
13285,Susan Mercer,Female,37,Bachelors,Houston,2013,Operations,3,103100
13286,Leila Ryan,Female,33,Bachelors,Los Angeles,2012,Legal,2,91000
13287,Henry Bernard,Male,38,PHD,Columbus,2014,Sales,3,115200
13288,Grant Norton,Male,40,Masters,Los Angeles,2017,Sales,2,83900
13289,Camila Trujillo,Female,41,Bachelors,Los Angeles,2012,IT,3,110200
13290,Rachel Byrd,Female,38,Bachelors,Chicago,2013,IT,2,90900
13291,Bruno Hill,Others,37,Bachelors,"Washington, D.C.",2012,Operations,3,104200
13292,Frankie Lucero,Others,39,Bachelors,New York City,2014,Finance & Accounting,3,111000
13293,Piper Bowman,Female,35,Bachelors,Columbus,2018,Finance & Accounting,3,111100
13294,Ellen Hamilton,Female,39,Masters,Philadelphia,2017,Sales,3,118000
13295,Lincoln Townsend,Male,31,Bachelors,Houston,2015,R&D,2,78200
13296,Scott Evans,Male,33,Bachelors,Seattle,2012,Operations,3,113600
13297,Greta Turner,Female,33,Bachelors,San Jose,2017,R&D,3,115700
13298,Ariana Walton,Female,32,Bachelors,Chicago,2013,Customer Service,3,101500
13299,Cameron Mills,Male,40,Bachelors,Dallas,2015,Legal,2,87600
13300,Alfie Compton,Others,38,Bachelors,Indianapolis,2013,Procurement & Supply Chain,3,107600
13301,Amaya Copeland,Female,34,Bachelors,Denver,2016,Sales,3,100900
13302,Miranda Holland,Female,39,Bachelors,Jacksonville,2016,Sales,1,50900
13303,Susan Shepard,Female,38,Bachelors,New York City,2012,Customer Service,3,105300
